akee,"widely cultivated in tropical and subtropical regions for its fragrant flowers and colorful fruits; introduced in Jamaica by William Bligh","red pear-shaped tropical fruit with poisonous seeds; flesh is poisonous when unripe or overripe"
akees,"widely cultivated in tropical and subtropical regions for its fragrant flowers and colorful fruits; introduced in Jamaica by William Bligh","red pear-shaped tropical fruit with poisonous seeds; flesh is poisonous when unripe or overripe"
akela
akelas
akene
akenes
akimbo,"(used of arms and legs) bent outward with the joint away from the body; "a tailor sitting with legs akimbo"; "stood with arms akimbo"","with hands on hips and elbows extending outward; "she stood there akimbo""
akin,"similar in quality or character; "a feeling akin to terror"; "kindred souls"; "the amateur is closely related to the collector"","related by blood"
akvavit,"Scandinavian liquor usually flavored with caraway seeds"
akvavits,"Scandinavian liquor usually flavored with caraway seeds"
