yuan,"the basic unit of money in China","the imperial dynasty of China from 1279 to 1368"
yuans,"the basic unit of money in China","the imperial dynasty of China from 1279 to 1368"
yucca,"any of several evergreen plants of the genus Yucca having usually tall stout stems and a terminal cluster of white flowers; warmer regions of North America"
yuccas,"any of several evergreen plants of the genus Yucca having usually tall stout stems and a terminal cluster of white flowers; warmer regions of North America"
yuga
yugas
yuk
yukked
yukking
yuks
yulan
yulans
yule,"period extending from Dec. 24 to Jan. 6"
yules,"period extending from Dec. 24 to Jan. 6"
yuletide,"period extending from Dec. 24 to Jan. 6"
yuletides,"period extending from Dec. 24 to Jan. 6"
yummier,"extremely pleasing to the sense of taste"
yummies
yummiest,"extremely pleasing to the sense of taste"
yummy,"extremely pleasing to the sense of taste"
yup
yupon
yupons
yurt,"a circular domed dwelling that is portable and self-supporting; originally used by nomadic Mongol and Turkic people of central Asia but now used as inexpensive alternative or temporary housing"
yurta
yurts,"a circular domed dwelling that is portable and self-supporting; originally used by nomadic Mongol and Turkic people of central Asia but now used as inexpensive alternative or temporary housing"
